local_authority,meeting_date,item_context,motion_snippet,proposer,seconder,outcome,topics,tally_for,tally_against,tally_abstain,rollcall,source_url,source_status
Wexford,,"County Council Meeting – 13th September, 2021","Proposed by Cllr. M. Sheehan, seconded by Cllr. W. Kavanagh and agreed by all County Council Meeting 11.10.21 Page 3 of 5 2. Approval in accordance with Section 106 of the Local Government Act, 2001 (as amended): Borrowing – Overdraft 2022",M. Sheehan,W. Kavanagh and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,text
Wexford,,106 of the Local Government Act 2001 (as amended) and,"on the proposal of Cllr. M. Sheehan, seconded by Cllr. K. Codd Nolan, unanimously approved borrowing by way of temporary overdraft of €20 Million to 31 December 2022. 3. Appointments to the Local Community Development Committee in accordance with Secti",M. Sheehan,K. Codd Nolan,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,text
Wexford,,Development Committee.,"On the proposal of Cllr. G. Carthy, seconded by Cllr. M. Bell and agreed by all the Council approved the nominations as recommended 4. CCTV – Approval of Wexford County Council in accordance with Section 38 of the Garda Síochána Act 2005 in respect o",G. Carthy,M. Bell and agreed by all,,policing_safety,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,text
Wexford,,CCTV Scheme.,"On the proposal of Cllr. M. Whelan, seconded by Cllr. M. Sheehan, the Members approved the proposal to expand Wexford Community CCTV Scheme and approved the making of the associated application to An Garda Siochana for approval in accordance with Section 38",M. Whelan,M. Sheehan,,policing_safety,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-11.10.21-Minutes.pdf,text
Wexford,,Minutes Council Meeting Monday 12 July 2021,"On the proposal of Cllr. K. Codd Nolan, seconded by Cllr. G Carthy and agreed by all the Council resolved to adopt the above Minutes. 2. Proposed disposal of land under Section 183 of the Local Government Act 2001: 2.1 Disposal of the freehold in a ",K. Codd Nolan,G Carthy and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,"Disposal of the freehold in a property at Marshmeadows, New Ross, Co. Wexford.","On the proposal of Cllr. M. Sheehan, seconded by Cllr. M. Whelan and agreed by all the Council resolved to dispose of the above property in accordance with the terms of the Section 183 Notice as circulated. County Council Meeting 13.9.21 Page 3 of 10 ",M. Sheehan,M. Whelan and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,"Ballyhine, Barntown, Co. Wexford.","On the proposal of Cllr. J. Hegarty, seconded by Cllr. G. Carthy and agreed by all the Council resolved that the proposed development should proceed in accordance with the Chief Executive’s Report on the matter. 3.2 LAC2105 – Proposed Construction of Ou",J. Hegarty,G. Carthy and agreed by all the,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,Quay Front,"On the proposal of Cllr. M. Bell, seconded by Cllr. J. Hegarty and agreed by all the Council resolved that the proposed development should proceed in accordance with the Chief Executive’s Report on the matter. 3.3 LAC2106 – Proposed Construction of Weat",M. Bell,J. Hegarty and agreed by all the,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,"Infrastructure at Monck Street, Wexford.","On the proposal of Cllr. M. Bell, seconded by Cllr. L. Kelly and agreed by all the Council resolved that the proposed development should proceed in accordance with the Chief Executive’s Report on the matter 4. Budget 2022 – Proposed Meeting Dates Ms.",M. Bell,L. Kelly and agreed by all,,environment_climate,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,2022 process.,"On the proposal of Cllr. L. McDonald, seconded by Cllr. M. Bell, the Members agreed the meeting dates as set out in the Report. 5. Chief Executive's Report The Deputy Chief Executive and Members of the Management Team responded to a range of querie",L. McDonald,M. Bell,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,"Minutes of CPG of 7 September, 2021","On the proposal of Cllr. P. Breen, seconded by Cllr. M. Sheehan, and agreed by all, the Council resolved to adopt the above Minutes 8. Minutes of Meetings (For Noting): The Council noted the following Minutes: 8.1 New Ross Municipal District Meet",P. Breen,M. Sheehan,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,Bill 2021 and other Planning Related Matters”.,"On the proposal of Cllr. M. Sheehan, seconded by Cllr. D. Hynes the Members approved for attendance the conferences and training events listed above in accordance with Section 142 of the Local Government Act 2001 (as amended). 11. Deferred Notices of Mot",M. Sheehan,D. Hynes,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. G. Carthy, seconded by Cllr. M. Sheehan and approved by the Council. County Council Meeting 13.9.21 Page 7 of 10 11.2 Cllr. G. Carthy “That this Council calls on the Government in the light of Brexit and other market inf",G. Carthy,M. Sheehan and,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,The amended Motion was,"proposed by Cllr. M. Whelan, seconded by Cllr. C. Byrne and agreed by all. County Council Meeting 13.9.21 Page 8 of 10 12.3 Cllr. K. Codd Nolan & Cllr. C. Byrne “In view of the inability of Community Groups to access reasonable Insurance on b",M. Whelan,C. Byrne,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. K. Codd Nolan, seconded by Cllr. C. Byrne and agreed by all. It was agreed that the feasibility of extending the Council’s public liability insurance policy to cover these community playgrounds would be examined. It was further agr",K. Codd Nolan,C. Byrne and,,burial_community,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. Hynes and seconded by Cllr. Forde,. Many members contributed to the ensuing debate. Concerns identified included delayed response to telephone calls, lack of information flow between staff and the Members, and in some cases perceived poo",Hynes and,Forde,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. M. Whelan, seconded by Cllr. L. McDonald and agreed by all. As the Council had now sat for one hour and fifty-five minutes, the Cathaoirleach declared the meeting closed, with the remaining items deferred to the next meeting of the Counc",M. Whelan,L. McDonald and,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-13.9.21-Minutes.pdf,text
Wexford,,An amendment to the Motion was,"proposed by Cllr. M. Sheehan and seconded by Cllr. J. Fleming, to the effect that the Council should proceed to consider the Draft Wexford County Development Plan 2021-2027 and Chief Executive's Report on the Submissions and Observations received on same. ",M. Sheehan and,J,,,,,,True,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The single Motion was,"proposed by Cllr. J. Hegarty and seconded by Cllr. P. Barden. Following discussion, it was agreed to amend the Motion as follows: Provision for Lower Densities in limited cases: To facilitate a choice of housing types within areas, limited provision may",J. Hegarty and,P. Barden,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The Motion was,"proposed by Cllr. C. Byrne, seconded by Cllr. K. Codd Nolan and agreed. Special County Council Meeting 06.09.21 (2.30pm) Page 6 of 16 2.4 To amend the Chief Executive’s Recommendation, CE OPR 19, on page 91 of the Chief Executive’s Report relating ",C. Byrne,K. Codd Nolan and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The dwelling must be the person’s permanent place of residence. The person can work from,"Proposed by Cllr. J. Fleming and seconded by Cllr. M. Sheehan. Following discussion, it was agreed to amend the Motion to read as follows: A person who has lived fulltime for a minimum period of 7 years in that local rural area and the site is within ",J. Fleming and,M. Sheehan,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The motion as amended above was,"proposed by Cllr. J. Fleming, seconded by Cllr. M. Sheehan and agreed. 2.5 To amend the Chief Executive’s Recommendation, CE OPR 19, on page 92 of the Chief Executive’s Report relating to the definition of Category A Housing for Persons with a Demonstra",J. Fleming,M,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The motion as amended above was,"proposed by Cllr. J. Fleming, seconded by Cllr. C. Byrne and agreed. Special County Council Meeting 06.09.21 (2.30pm) Page 7 of 16 2.6 To amend the Chief Executive’s Recommendation, CE OPR 19, on page 91-92 of the Chief Executive’s Report relati",J. Fleming,C. Byrne,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The Motion as amended above was,"proposed by Cllr. J. Fleming, seconded by Cllr. C. Byrne and agreed. 2.7 To insert the following text under Category A in the Structurally Weak Rural Areas section of Table 4.6 Criteria for One-Off Rural Housing in Section 4.6 Single Housing in the Open ",J. Fleming,C. Byrne,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The Motion was,"proposed by Cllr. J. Hegarty, seconded by Cllr. M. Sheehan and agreed. 2.13 To amend the Chief Executive’s Recommendation with regard to rural housing on pages page 91-95 of the Chief Executive’s Report (Table 4.6 Criteria for Off One Rural Housing) by i",J. Hegarty,M. Sheehan and agreed,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The Motion was,"proposed by Cllr. J. Hegarty, seconded by Cllr. D. Devereux and agreed. 2.15 To amend the Chief Executive’s Recommendation reference CE OPR 19 relating to the definition of Category B Housing for Persons with a Demonstrable Economic functional need in th",J. Hegarty,D. Devereux and agreed,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The amended Motion was,"proposed by Cllr. J. Fleming, seconded by Cllr. M. Sheehan and agreed. 2.18 To amend Objective SH14 in Chapter 4 Sustainable Housing, page 119 as follows: Objective SH14 To require new apartment developments to comply with the Specific Planning Polic",J. Fleming,M. Sheehan and,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,*The Guidelines outline that the floor area parameters set out in SPPR 3 shall generally,"Proposed by Cllr. Sheehan, seconded by Cllr. O’Suilleabhain, and agreed. 2.9 To amend Section 4.9.6 Modular Homes and Objective SH48 in Chapter 4 Sustainable Housing on page 142 as follows: Section 4.9.6 Modular Homes and Pre-fabricated Timber Homes ",Sheehan,O’Suilleabhain,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,To consider the use of modular units and pre-fabricated timber homes for use as a,"Proposed by Cllr. O. Walsh, seconded by Cllr. K. Codd Nolan and agreed. Special County Council Meeting 06.09.21 (2.30pm) Page 12 of 16 2.10 To amend the 2nd bullet point on page 37 in Section 3.1.2 Standards for Single Dwellings in Rural Areas in",O. Walsh,K. Codd Nolan and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,Chapter 4 Sustainable Housing,"Proposed by Cllr. O. Walsh, seconded by Cllr. C. Byrne and agreed. 2.16 To insert the following new text in Commercial Development in Rural Areas in Section 6.7.5.6 after the third paragraph on page 239 in Chapter 6 Economic Development Strategy: In ",O. Walsh,C. Byrne and agreed,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,Commercial Development in Rural Areas and normal planning criteria and assessment of,"Proposed by Cllr. M. Whelan, seconded by Cllr. A. Connick and agreed. 2.3 To insert additional Section in Volume 2 Development Management Manual after Section 5.4 Home Based Economic Activity on page 67 as follows: Remote Working As a result of the ",M. Whelan,A. Connick and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The unit is only used for remote working associated with the occupants employment.,"Proposed by Cllr. K. Codd Nolan, seconded by Cllr. J. Hegarty and agreed. 2.14 To insert additional a new sub-section in Volume 2 Development Management Manual after Section 5.4 Home Based Economic Activity on page 67 as follows: Remote Working As a",K. Codd Nolan,J. Hegarty and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,"Physical Activity criteria, and examined multi-modal scheme options and alternatives, a","Proposed by Cllr. P. Breen, seconded by Cllr. W. Kavanagh and agreed. Special County Council Meeting 06.09.21 (2.30pm) Page 14 of 16 3.5 Having regard to the amendments to land use zoning in the Draft Rosslare Harbour and Kilrane Settlement",P. Breen,W. Kavanagh and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,• Amendments to the Infrastructural Assessment Report.,"Proposed by Cllr. Lawlor, seconded by Cllr. M. Bell and agreed. 3.6 Having regard to the proposed allocation of the Plot E residential zoned land quantum (1ha) to lands in Kilrane under Motion No. 2.45, that the zoning of the Plot E lands be changed from",Lawlor,M. Bell and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,• Amendments to the Infrastructural Assessment Report.,"Proposed by Cllr. Lawlor, seconded by Cllr. M. Bell and agreed. 3.7 Having regard to the proposed zoning of 2.75ha of residential land in Kilrane (to the south of Westwinds housing development) under Motion No. 2.45, that all associated and consequential",Lawlor,M. Bell and agreed,,housing,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,"To require a new Link road to be delivered as part of the development of the Plot E(i), E(ii)","Proposed by Cllr. Lawlor, seconded by Cllr. M. Bell and agreed. 3.8 To amend Chief Executive Recommendation CE. RHK.13 on page 100 of Book 2 of the Chief Executive’s Report as follows: CE RHK.13 Amend Point (b) in Objective RHK27 on page 89 as follows",Lawlor,M. Bell and agreed,,roads_traffic,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,(b) From St Brendan’s Estate to the L-3059 through the  the Community and Education,"Proposed by Cllr. Lawlor, seconded by Cllr. M. Bell and agreed. 3.9 Having regard to the proposed allocation of 2.75ha of residential zoned land in Kilrane under Motion 2.45, that an additional 0.7ha of `Community and Education lands be zoned between the",Lawlor,M. Bell and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,Having regard to the proposed allocation of 2.75ha of residential zoned land in Kilrane,"Proposed by Cllr. Lawlor, seconded by Cllr. M. Bell and agreed. 3.10 That the Land Use Zoning Matrix in Section 2.5.2 of the Draft Rosslare Harbour and Kilrane Settlement Plan be amended to allow for the following uses to be O - Open for Consideration on",Lawlor,M. Bell and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,• Medical and related consultants,"Proposed by Cllr. Lawlor, seconded by Cllr. M. Bell and agreed. 2.1 With regard to old post boxes in Wexford Town (NIAH references below) and the Chief Executive’s recommendation to not add these to the Record of Protected Structures, I propose that we d",Lawlor,M. Bell and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The Motion was,"proposed by Cllr. L. Kelly and seconded by Cllr. D. Hynes. At this point,and noting that the meeting duration had reached 1 hour and 55 minutes, the Cathaoirleach declared the meeting closed and reminded the Members that a further scheduled meeting of the",L. Kelly and,D. Hynes,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-2.30pm_2.pdf,text
Wexford,,The following Motion was,proposed by Cllr. L. Kelly and seconded by Cllr. D. Hynes at the previous meeting earlier in the afternoon. 2.1 With regard to old post boxes in Wexford Town (NIAH references below) and the Chief Executive’s recommendation to not add these to the Record ,L. Kelly and,D. Hynes at the,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,text
Wexford,,"Following advice from the Senior Planner recommending against the Motion, a counter",proposed by Cllr. C. Byrne and seconded by Cllr. O. Walsh to the effect that the old post boxes were not be listed on the record of proposed structures. The counter-proposal was put the Meeting and the following was the outcome of that vote: ,C. Byrne and,O. Walsh,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,text
Wexford,,This Motion was amended at an earlier meeting that afternoon and the above subsequent,"proposed by Cllr. J. Hegarty, seconded by Cllr. J. Fleming and agreed. 2.2 With regard to the structures listed below and the Chief Executive’s recommendation to not add these to the Record of Protected Structures, I propose that we do not accept this re",J. Hegarty,J. Fleming and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,text
Wexford,,"The Swan, The Faythe (NIAH Ref. 15505088).","Proposed by Cllr. M. Ball, seconded by Cllr. D. Hynes and agreed. Special Planning Meeting of WCC Monday 6 September, 2021 – Counter Proposal to Motion 2.1 BARDEN PAT F FARRELL MARY A MURPHY BARBARA- ANNE F BELL MAURA A FLEMING JOHN F MU",M. Ball,D. Hynes and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,text
Wexford,,Open for Consideration for Solar Farms.,"Proposed by Cllr. BA Murphy, seconded by Cllr. P. Breen and agreed. 2.6 To amend the Chief Executive’s Recommendation, CE OPR 19, on page 91-92 of the Chief Executive’s Report relating to the definition of Category A Housing for Persons with a Demonstrab",BA Murphy,P. Breen and agreed,,housing | environment_climate,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,text
Wexford,,This Motion was amended at an earlier meeting in the afternoon and the above,"proposed by Cllr. J. Fleming and seconded by Cllr. P. Breen and agreed. 3.2 We propose that draft county development plan be amended to provide for general densities in the range of 20 to 50 per hectare, and under 20 to be discouraged and that the execu",J. Fleming and,P. Breen and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/Special-Planning-Meeting-06.09.21-Minutes-5.15pm_0.pdf,text
Wexford,2021 June,Cllr. B.A. Murphy,"proposal of Cllr. L. McDonald, and seconded by Cllr. P. Breen. Cllr. O.. Walsh was nominated for the position of Cathaoirleach, on the proposal of Cllr. J. Hegarty, and seconded by Cllr. J. Owens. There followed a roll-call vote, with the ",L. McDonald,P. Breen,,,,,,True,https://www.wexfordcoco.ie/sites/default/files/content/Annual-Meeting-Minutes-28th-June-2021.pdf,text
Wexford,2021 June,Cllr. O.. Walsh,"proposal of Cllr. J. Hegarty, and seconded by Cllr. J. Owens. There followed a roll-call vote, with the result of that vote as follows: WCC AM - MONDAY 28 JUNE, 2021 Office of Cathaoirleach Nominees MURPHY DONOHOE Proposed By Cllr. L. McDonald C",J. Hegarty,J. Owens,,,,,,True,https://www.wexfordcoco.ie/sites/default/files/content/Annual-Meeting-Minutes-28th-June-2021.pdf,text
Wexford,2021 June,Cllr. A. Connick,"proposal of Cllr. G. Carthy and seconded by Cllr. M. Farrell.. Cllr. F. Staples was nominated for the position of Leas Cathaoirleach, on the proposal of Cllr. B. Murphy and seconded by Cllr. J. Moore. Annual Meeting 28.06.21 4 There f",G. Carthy and,M. Farrell,,,,,,True,https://www.wexfordcoco.ie/sites/default/files/content/Annual-Meeting-Minutes-28th-June-2021.pdf,text
Wexford,2021 June,Cllr. F. Staples,"proposal of Cllr. B. Murphy and seconded by Cllr. J. Moore. Annual Meeting 28.06.21 4 There followed a roll-call vote, with the result of that vote as follows: WCC AM - MONDAY 28 JUNE, 2021 Office of Leas-Cathaoirleach Nominees CONNICK STAP",B. Murphy and,J. Moore,,,,,,True,https://www.wexfordcoco.ie/sites/default/files/content/Annual-Meeting-Minutes-28th-June-2021.pdf,text
Wexford,,"County Council Meeting – 10th May, 2021","On the proposal of Cllr. J. Moore, seconded by Cllr. B.A. Murphy and agreed by all the Council resolved to adopt the above Minutes. 2. Proposed disposal of land under Section 183 of the Local Government Act 2001: 2.1 Proposed disposal of land at St. ",J. Moore,B.A. Murphy and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,Wexford.,"On the proposal of Cllr. G. Lawlor, seconded by Cllr. F. Staples and agreed by all the Council resolved to adopt the above Minutes. County Council Meeting 14.06.21 Page 3 of 9 2.2 Proposed disposal of a plot of land at property at Butlersland, N",G. Lawlor,F. Staples and agreed by all the,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,No. units to Mobile Home Park with connections to existing services on site and to carry,"On the proposal of Cllr. P. Breen, seconded by Cllr. O. Walsh and agreed unanimously the Council resolved to require that a decision to grant permission be made. 4. Chief Executive's Report The Chief Executive and Members of the Management Team respo",P. Breen,O. Walsh and agreed unanimously the,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,"Minutes of CPG of 8th June, 2021","On the proposal of Cllr. M. Sheehan, seconded by Cllr. P. Breen and agreed by all, the Council resolved to adopt the above Minutes 6. Minutes of Meetings (For Noting): The Council noted the following Minutes: 6.1 New Ross Municipal District ",M. Sheehan,P. Breen and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. F. Ó Súilleabháin and seconded by Cllr. J. Codd. Following discussion, it was agreed to defer this Motion to the July meeting of the Council for further consideration 8.2 Cllr. T. Forde “We also call on the minister of agriculture",F. Ó Súilleabháin and,J. Codd,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. T. Forde, seconded by Cllr. J. Codd and agreed unanimously. 8.3 Cllr. J. Moore 'Wexford County Council calls on the Minister for Housing, Local Government and Heritage to facilitate a meeting with the Council and the National Coa",T. Forde,J. Codd and agreed,,housing | irish_language_culture,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. J. Moore, seconded by Cllr. M. Farrell and agreed unanimously. 8.4 Cllr. G. Carthy, Cathaoirleach “That we the Members of Wexford County Council request that the Minister for the Environment, Climate and Communications and Tr",J. Moore,M. Farrell and agreed,,environment_climate,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,,The Motion was,"proposed by Cllr. M. Bell, seconded by Cllr. G. Lawlor and agreed unanimously. County Council Meeting 14.06.21 Page 8 of 9 8.7 Cllr. M. Sheehan “Welcoming the agreement between the DPER and the DSPEA to resolve the longstanding is",M. Bell,G. Lawlor and agreed,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-14.06.21-Minutes.pdf,text
Wexford,2021-05-10,"County Council Meeting – 12th April, 2021","On the proposal of Cllr. M. Sheehan, seconded by Cllr. J. Fleming and agreed by all the Council resolved to adopt the above Minutes. County Council Meeting 10.05.21 Page 3 of 9 1.2 Special County Council Meeting – 26th April, 2021 On the prop",M. Sheehan,J. Fleming and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,Building Control SPC replacing Mr. Jer O’Mahony.,"On the proposal of Cllr. P. Breen, seconded by Cllr. J. Codd and agreed by all the Council resolved to ratify the nomination by the IFA of Mr. Tom Doyle as Agriculture/Farming Representative to the Planning & Building Control SPC (replacing Mr. Jer O’Mahony)",P. Breen,J. Codd and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"The Council considered the report of Ms. Carolyne Godkin, A/DoS on this matter. On the","proposal of Cllr. P. Barden, seconded by Cllr. J. Codd and agreed by all the Council resolved to establish the above committee and to appoint to that committee those elected members as set out in the report. 4. Approval of New Ross CCTV application. The",P. Barden,J. Codd and agreed by all,,policing_safety,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"The Council considered the report of Mr. David Minogue, County Secretary on this matter.","On the proposal of Cllr. M. Sheehan, seconded by Cllr. M. Whelan and and agreed by all, the Council resolved to approve the application of Wexford County Council to An Garda Síochána for authorisation of the New Ross Community CCTV Scheme. 5. Proposed date",M. Sheehan,M. Whelan and and agreed by all,,policing_safety,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"Proposed date of AGM - 28th June, 2021 via Teams","On the proposal of Cllr. P. Breen, seconded by Cllr. J. Owens and agreed by all, the Council resolved to hold the 2021 Annual Meeting of Wexford County Council on Monday 28 June, 2021. 6. Chief Executive's Report The Chief Executive and Members of th",P. Breen,J. Owens and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,Minutes of CPG,"On the proposal of Cllr. A. Connick, seconded by Cllr. J. Sullivan and agreed by all, the Council resolved to adopt the following: o Minutes of Expanded CPG Covid-19 Committee Meeting 6th April, 2021 o Minutes of CPG Meeting 6th April 2021 o Minutes of C",A. Connick,J. Sullivan and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,The Members noted the holding of training and conferences as circulated and on the,"proposal of Cllr. A. Connick, seconded by Cllr. D. Devereux and agreed by all the Members approved attendance at the event(s) in accordance with S. 142 of the Local Government Act 2001 (as amended). 10. Correspondence and Communications: 10.1 Letters",A. Connick,D. Devereux and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
Wexford,2021-05-10,"10.1  Letters from Sligo County Council re 4 no. motions dated 3rd March, 2021.","On the proposal of Cllr. Whelan, seconded by Cllr. L. Kelly and agreed by all, the Council agreed to support the Motion from Sligo County Council in relation to An Post. 10.2 Letter from Leitrim County Council dated 5th March, 2021. 10.3 Letter from Li",Whelan,L. Kelly and agreed by all,,,,,,False,https://www.wexfordcoco.ie/sites/default/files/content/County-Council-Meeting-10.05.2021-Minutes.pdf,text
